date,query,query_category,page,title,device,country,language,referrer,user_id,session_id,position,impressions,clicks,ctr,dwell_time_s,bounce,serp_features,is_brand
2025-07-14,price climate change,transactional,https://docs.example.com/fmizwhkbcv/ydaamvy,Price Climate Change – Reviews,mobile,JP,en-US,google_discover,u_3a318ff6,s_5270299e,5,2,1,0.5,57,False,shopping,False
2025-07-14,price headphones,transactional,https://www.example.com/sdwybp/foluyf,Price Headphones – Ultimate Guide,mobile,US,en,google_news,u_0df90804,s_a743b258,21,1,0,0.0,0,True,none,False
2025-07-14,price pizza,transactional,https://news.example.com/vzjxdjons/gijxz/gcuahjlaa,Price Pizza | Pricing,desktop,FR,en-GB,google,u_aa84a9e2,s_15372e2f,19,2,0,0.0,0,True,localpack,False
2025-07-14,price redis,transactional,https://support.example.com/qihcxsofmo/mmvhnkvler/mqucc,Price Redis | Docs,desktop,AU,en,google_images,u_760d906f,s_c12e17b5,5,2,1,0.5,58,False,faq,False
2025-07-14,price redis,transactional,https://www.example.com/ifpnqvqkld/wiart/beulyk,Price Redis | Docs,desktop,BR,en,google_images,u_3b2c29a4,s_5552e636,23,1,0,0.0,0,True,faq,False
2025-07-14,price redis,transactional,https://shop.example.com/zeyseoeznx/ytdexusc,Price Redis | Official Site,desktop,CA,en,google_news,u_2588c6b7,s_c1e65ba4,12,1,0,0.0,0,True,faq,False
2025-07-14,price redis,transactional,https://docs.example.com/dfxcqr/atyyusxw,Price Redis – Reviews,tablet,US,en-US,google_news,u_3178681f,s_536a3997,12,6,0,0.0,0,True,faq,False
2025-07-14,price redis,transactional,https://support.example.com/lhyr/dynpxxcqzz,Price Redis | Pricing,tablet,DE,en-GB,google_discover,u_77ded1bb,s_f48c1ae4,41,3,1,0.3333,111,False,faq,False
2025-07-14,price ssd,transactional,https://blog.example.com/eqfme,Price Ssd | Official Site,desktop,US,en-US,google,u_6d71d34c,s_3923a20d,26,7,0,0.0,0,True,shopping,False
2025-07-14,redis amazon,informational,https://blog.example.com/ehsxam,Redis Amazon | Docs,desktop,JP,en,google_images,u_3ba38ad8,s_136d1d1d,16,1,0,0.0,0,True,localpack,False
2025-07-14,redis amazon,informational,https://docs.example.com/igumcsy,Redis Amazon | Docs,mobile,US,en-GB,google_news,u_006785e6,s_6276e68c,43,2,1,0.5,137,False,localpack,False
2025-07-14,redis amazon,informational,https://docs.example.com/yhabuje/ttcv/qcdtzmd,Redis Amazon – Ultimate Guide,desktop,CA,en,google_images,u_39c4aac4,s_5aff7b00,5,2,0,0.0,0,True,localpack,False
2025-07-14,redis amazon,informational,https://support.example.com/rxhzkrrz,Redis Amazon – Ultimate Guide,desktop,US,en-US,google_discover,u_f03b4e15,s_57314d2e,15,4,1,0.25,64,False,localpack,False
2025-07-14,redis amazon,informational,https://shop.example.com/nqllo/onkc,Redis Amazon – Ultimate Guide,desktop,BR,en,google,u_384d9eab,s_f0b65f66,37,4,0,0.0,0,True,localpack,False
2025-07-14,ssd bank,informational,https://blog.example.com/rugjmbd,Ssd Bank | Official Site,mobile,US,en-US,google_images,u_f28fda09,s_47376d40,4,4,0,0.0,0,True,none,False
2025-07-14,ssd directions,local,https://blog.example.com/khybsftatg,Ssd Directions | Docs,desktop,US,en,google,u_cecfeada,s_1dda0ce4,11,1,0,0.0,0,True,localpack,False
2025-07-14,ssd directions,local,https://www.example.com/sacttyr/cbaycs,Ssd Directions – Ultimate Guide,desktop,GB,en-GB,google,u_af210ff8,s_0e53fa3d,14,2,1,0.5,90,False,localpack,False
2025-07-14,tutorial c++,informational,https://news.example.com/yurtfswg,Tutorial C++ | Docs,desktop,US,en,google_news,u_fdd54483,s_62a5f10c,38,3,0,0.0,0,True,shopping,False
2025-07-14,tutorial c++,informational,https://blog.example.com/lhoauc/jkzk/cyrjjqld,Tutorial C++ | Docs,mobile,US,de,google_images,u_b0bbd44d,s_852c48fe,30,6,1,0.1667,127,False,shopping,False
2025-07-14,tutorial coffee,informational,https://support.example.com/jaqiixvbp/kyoesps,Tutorial Coffee | Docs,mobile,US,en,google,u_4a65cbe2,s_f17f2dc1,15,4,0,0.0,0,True,faq,False
2025-07-14,tutorial credit card,informational,https://news.example.com/wolfqpngz/vwksxcjr/cvsmtwmwl,Tutorial Credit Card | Pricing,mobile,US,en,google_images,u_dafe00f9,s_294cbfac,20,4,0,0.0,0,True,shopping,False
2025-07-14,tutorial fpga,informational,https://docs.example.com/rpykz/wtxxgp/hqmsyinlth,Tutorial Fpga,desktop,IN,en-US,google_discover,u_2d8d05bc,s_eb975b04,26,1,1,1.0,80,False,shopping,False
2025-07-14,tutorial fpga,informational,https://www.example.com/rrue/plrqzs,Tutorial Fpga | Official Site,desktop,US,en,google_images,u_06a7d488,s_28311287,9,3,0,0.0,0,True,shopping,False
2025-07-14,tutorial fpga,informational,https://support.example.com/mgjysmv,Tutorial Fpga | Pricing,mobile,IN,en,google_images,u_b7181921,s_64de5e12,39,4,0,0.0,0,True,shopping,False
2025-07-14,tutorial fpga,informational,https://blog.example.com/kmqhsjhka/ipiluhhs,Tutorial Fpga | Official Site,desktop,US,en-US,google,u_39aa7c0c,s_21413bb7,32,4,1,0.25,138,False,shopping,False
2025-07-14,tutorial fpga,informational,https://news.example.com/rewnessgg,Tutorial Fpga,mobile,IN,fr,google_news,u_e2766fd3,s_b2724cf1,10,2,0,0.0,0,True,shopping,False
2025-07-14,tutorial fpga,informational,https://news.example.com/kjmxqrhy/tktncwh,Tutorial Fpga – Ultimate Guide,mobile,GB,en,google,u_7f38baf6,s_e8abb2a7,25,2,1,0.5,112,False,shopping,False
2025-07-14,tutorial fpga,informational,https://docs.example.com/nxagkhlxpb/kwwiwrqcqg/njniauml,Tutorial Fpga | Official Site,desktop,US,en,google_discover,u_99189b42,s_81bae9ad,43,6,0,0.0,0,True,shopping,False
2025-07-14,tutorial fpga,informational,https://news.example.com/vgzkypdsyp/xieyp,Tutorial Fpga – Reviews,mobile,US,en,google_news,u_990c2bef,s_74043715,34,9,0,0.0,0,True,shopping,False
2025-07-14,tutorial fpga,informational,https://www.example.com/xnwu,Tutorial Fpga | Official Site,desktop,US,en,google_images,u_02d2bc0a,s_6d9b3dca,23,5,1,0.2,92,False,shopping,False
2025-07-14,tutorial redis,informational,https://docs.example.com/gbwjuc/rotvq/nwckhum,Tutorial Redis,mobile,US,en,google_images,u_4bc8b4e3,s_3d97a198,9,6,0,0.0,0,True,faq,False
2025-07-14,tutorial redis,informational,https://blog.example.com/wwxak,Tutorial Redis | Pricing,desktop,IN,en,google,u_984b1bcf,s_a095e424,19,2,0,0.0,0,True,faq,False
2025-07-14,tutorial redis,informational,https://docs.example.com/sitc/kenjm,Tutorial Redis – Reviews,mobile,DE,fr,google_images,u_200ebda1,s_c308236d,1,2,0,0.0,0,True,faq,False
2025-07-14,tutorial router,informational,https://news.example.com/cbqz/attjraz,Tutorial Router – Ultimate Guide,tablet,US,en-GB,google_news,u_f43b410c,s_a6a45aeb,27,1,0,0.0,0,True,faq,False
2025-07-14,what is climate change,informational,https://support.example.com/cztdctguwe,What Is Climate Change – Ultimate Guide,mobile,GB,en,google,u_09975dd0,s_cbdfb5f2,11,3,0,0.0,0,True,news,False
2025-07-14,what is coffee,informational,https://www.example.com/slcifworcc/xofjvuy,What Is Coffee – Ultimate Guide,mobile,US,en,google,u_4c506e52,s_622fc9c6,6,4,0,0.0,0,True,shopping,False
2025-07-14,what is coffee,informational,https://news.example.com/kpyrnne/azuynvbr/bzyatjmnkm,What Is Coffee – Ultimate Guide,desktop,US,en-US,google,u_945ec7b3,s_03e5b322,50,2,0,0.0,0,True,shopping,False
2025-07-14,wikipedia,informational,https://news.example.com/bxzjoipreb/nith/yjscpnaddl,Wikipedia | Official Site,desktop,AU,en,google_discover,u_5a699a4b,s_a587b20d,24,5,0,0.0,0,True,image,False
2025-07-15,amazon,informational,https://blog.example.com/zkumihimt/aduc,Amazon – Reviews,mobile,US,en-US,google,u_f804b767,s_167ae464,8,2,1,0.5,98,False,image,False
2025-07-15,amazon,informational,https://www.example.com/ezoslvkd/kvry,Amazon,desktop,CA,en,google_images,u_e9514d63,s_19d93b59,1,3,1,0.3333,70,True,image,False
2025-07-15,bank,informational,https://docs.example.com/buaxvqcepd,Bank | Docs,mobile,US,en-GB,google_images,u_bf26f5b2,s_449442aa,7,2,0,0.0,0,True,shopping,False
2025-07-15,bank,informational,https://shop.example.com/hqizilly/wlgbuobat,Bank,mobile,GB,en-US,google,u_6d09d283,s_1a363fbc,10,5,0,0.0,0,True,shopping,False
2025-07-15,bank,informational,https://news.example.com/mlbos,Bank – Reviews,desktop,US,en,google,u_44eeedd9,s_6019e52b,23,1,0,0.0,0,True,shopping,False
2025-07-15,benefits of coffee,informational,https://shop.example.com/vfrtmyb/csqktkmbr/mvmuss,Benefits Of Coffee,desktop,US,en,google_images,u_e1ed33f9,s_0344d505,16,8,1,0.125,90,False,shopping,False
2025-07-15,benefits of laptop,informational,https://shop.example.com/nveh/adbmpgv,Benefits Of Laptop – Ultimate Guide,mobile,BR,en-US,google_news,u_eae0feb3,s_a33184d1,44,1,0,0.0,0,True,image,False
2025-07-15,benefits of laptop,informational,https://support.example.com/umqt/omvswekdm,Benefits Of Laptop – Ultimate Guide,mobile,US,en,google_news,u_e7a20dd5,s_06b9d75d,13,1,0,0.0,0,True,image,False
2025-07-15,benefits of laptop,informational,https://www.example.com/ngoluyzdn/sckgsy/unqr,Benefits Of Laptop,desktop,BR,en-US,google_images,u_adbeca0c,s_4ec656a1,19,3,0,0.0,0,True,image,False
2025-07-15,benefits of laptop,informational,https://docs.example.com/yqkgmi/aerrhenwqd/rbmrvqs,Benefits Of Laptop – Reviews,mobile,CA,en,google_discover,u_8506b7a5,s_41a979ba,42,2,0,0.0,0,True,image,False
2025-07-15,benefits of laptop,informational,https://blog.example.com/nnryzinr/whlalxko,Benefits Of Laptop | Docs,desktop,IN,en,google_images,u_35ffa60c,s_a0312394,21,3,0,0.0,0,True,image,False
2025-07-15,benefits of laptop,informational,https://news.example.com/ryajss/iatrmd/lmlsmg,Benefits Of Laptop – Ultimate Guide,mobile,BR,en-GB,google_news,u_375009b3,s_cb8378c1,12,5,1,0.2,102,False,image,False
2025-07-15,benefits of ssd,informational,https://docs.example.com/cpky,Benefits Of Ssd – Reviews,mobile,JP,en,google_news,u_e44d8525,s_11c01f02,8,1,0,0.0,0,True,video,False
2025-07-15,best credit card,informational,https://shop.example.com/jumfxujw/tqcbtkcys/lwnuv,Best Credit Card – Reviews,mobile,IN,en-US,google_discover,u_f2f1a5cf,s_71363c7c,39,4,0,0.0,0,True,faq,False
2025-07-15,best credit card,informational,https://shop.example.com/bndznhvbo/nwktevor/yzchzmgyv,Best Credit Card – Ultimate Guide,mobile,CA,en,google_discover,u_69e6d8f9,s_c83277cb,28,2,0,0.0,0,True,faq,False
2025-07-15,best insurance,informational,https://support.example.com/fjgyfiiox/ypedicjjvl/nlzw,Best Insurance | Docs,mobile,CA,en-US,google_news,u_72ee4f86,s_9e7cc36b,21,3,0,0.0,0,True,image,False
2025-07-15,best insurance,informational,https://blog.example.com/npskth/rrcdki,Best Insurance,mobile,US,fr,google_news,u_7c79e2ad,s_628e22b7,25,2,0,0.0,0,True,image,False
2025-07-15,best router,informational,https://support.example.com/ngsqqm,Best Router | Docs,desktop,US,en,google_news,u_786b2b11,s_767e095b,14,4,1,0.25,96,False,localpack,False
2025-07-15,best way to climate change,informational,https://blog.example.com/theeljxj/oqixrpk/hudn,Best Way To Climate Change – Ultimate Guide,mobile,US,en,google_images,u_c1cece30,s_094d268d,6,2,1,0.5,88,False,none,False
2025-07-15,best way to climate change,informational,https://news.example.com/zcny/ywrxzhnt,Best Way To Climate Change | Docs,mobile,US,en,google_discover,u_23c8a2ca,s_1fe52eab,12,3,0,0.0,0,True,none,False
2025-07-15,best way to climate change,informational,https://docs.example.com/qlbq/zemj/hmwtb,Best Way To Climate Change – Ultimate Guide,tablet,US,en,google_discover,u_fb541d30,s_9d979355,12,2,0,0.0,0,True,none,False
2025-07-15,best way to climate change,informational,https://shop.example.com/qmvivmrdt,Best Way To Climate Change,desktop,GB,en,google_images,u_0b26b14c,s_e5774ba5,4,3,0,0.0,0,True,none,False
2025-07-15,best way to climate change,informational,https://news.example.com/ikxiu/ltbytgra/stvrssac,Best Way To Climate Change | Docs,desktop,US,en,google,u_561eb4b8,s_99961e10,13,4,1,0.25,94,False,none,False
2025-07-15,best way to climate change,informational,https://support.example.com/tlajnbs/uzxnipu,Best Way To Climate Change – Reviews,mobile,US,en-GB,google_images,u_29139e72,s_0d169270,33,5,0,0.0,0,True,none,False
2025-07-15,best way to climate change,informational,https://news.example.com/pntbf/vlvfu,Best Way To Climate Change | Pricing,desktop,AU,en,google_news,u_f031f5a5,s_34c47496,29,1,0,0.0,0,True,none,False
2025-07-15,best way to climate change,informational,https://docs.example.com/vpybldrhd/fyxsrhcrbu/tpjwosqrm,Best Way To Climate Change,desktop,AU,en,google,u_7c65b88d,s_0e976cf2,47,7,0,0.0,0,True,none,False
2025-07-15,best way to climate change,informational,https://docs.example.com/fhkfauosex/grtoacow/rduz,Best Way To Climate Change | Pricing,desktop,CA,en-US,google_news,u_71306046,s_f27510f1,5,2,1,0.5,50,False,none,False
2025-07-15,best way to climate change,informational,https://support.example.com/gjcxzqj,Best Way To Climate Change,desktop,US,en-GB,google_news,u_e98284ba,s_89b85a14,35,3,1,0.3333,110,False,none,False
2025-07-15,best way to climate change,informational,https://shop.example.com/moxyurbscm,Best Way To Climate Change – Reviews,desktop,BR,en,google_discover,u_3771d7a9,s_673357e3,28,2,1,0.5,127,False,none,False
2025-07-15,best way to climate change,informational,https://docs.example.com/xekqsboxq,Best Way To Climate Change,mobile,US,en,google_discover,u_4e3d8221,s_6b979f76,11,1,0,0.0,0,True,none,False
2025-07-15,best way to climate change,informational,https://shop.example.com/ornhfev/jgobyg,Best Way To Climate Change,mobile,US,en,google,u_e8ef5995,s_beba9f60,31,2,1,0.5,169,False,none,False
2025-07-15,best way to climate change,informational,https://blog.example.com/vrtmmrotb/sxutx/rglgpcnw,Best Way To Climate Change | Pricing,mobile,GB,en,google,u_8fac834b,s_98a01fe9,15,2,0,0.0,0,True,none,False
2025-07-15,best way to climate change,informational,https://shop.example.com/hyqtq,Best Way To Climate Change,mobile,FR,en-GB,google_discover,u_187340f5,s_2311a40c,44,5,0,0.0,0,True,none,False
2025-07-15,best way to climate change,informational,https://docs.example.com/obcxcwny,Best Way To Climate Change | Official Site,desktop,US,en,google_discover,u_73007978,s_74dcfb5f,31,8,1,0.125,137,False,none,False
2025-07-15,best way to coffee,informational,https://support.example.com/inpkhramwn/smrrelt/sveame,Best Way To Coffee,mobile,IN,en-US,google_news,u_24745dc0,s_e34b8ccf,2,2,1,0.5,107,False,faq,False
2025-07-15,best way to coffee,informational,https://blog.example.com/aiskgonszq,Best Way To Coffee – Reviews,desktop,IN,en-GB,google_images,u_594edcc3,s_5d7ff5cb,30,5,0,0.0,0,True,faq,False
2025-07-15,best way to laptop,informational,https://docs.example.com/ooasfhhjv/zwgcjzjokb,Best Way To Laptop | Pricing,mobile,CA,en,google_news,u_1cbeb458,s_12b2db10,2,3,1,0.3333,98,False,image,False
2025-07-15,best way to laptop,informational,https://www.example.com/jiadk/rfygxkrl/vtsh,Best Way To Laptop | Official Site,desktop,IN,en,google_discover,u_6cc5a8ba,s_7050a57d,17,5,2,0.4,108,False,image,False
2025-07-15,best way to laptop,informational,https://shop.example.com/bxjgij/jdufqpewtg/szlvkoi,Best Way To Laptop | Docs,mobile,US,en,google_discover,u_bdcd9dab,s_abb2a68a,10,4,0,0.0,0,True,image,False
2025-07-15,best way to laptop,informational,https://docs.example.com/mmjjpnef/djshzlzrno/bxpi,Best Way To Laptop,mobile,GB,en,google,u_ae6f76d6,s_13c4766a,13,2,0,0.0,0,True,image,False
2025-07-15,best way to laptop,informational,https://blog.example.com/apuyzynkjv/yycpf/cuppdi,Best Way To Laptop | Pricing,mobile,US,en,google_discover,u_272f0624,s_55c310f7,21,3,0,0.0,0,True,image,False
2025-07-15,best way to laptop,informational,https://blog.example.com/bxlaehuwcp,Best Way To Laptop – Reviews,mobile,CA,en,google_news,u_a3c7d811,s_5ac81aef,21,4,0,0.0,0,True,image,False
2025-07-15,best way to laptop,informational,https://news.example.com/oyhn,Best Way To Laptop – Reviews,mobile,US,en,google_news,u_d49b28bb,s_982c7cbc,15,1,0,0.0,0,True,image,False
2025-07-15,best way to laptop,informational,https://www.example.com/ztsz/npepwf,Best Way To Laptop | Docs,desktop,US,en,google_discover,u_d481b909,s_3e2d55ba,4,3,1,0.3333,85,False,image,False
2025-07-15,best way to laptop,informational,https://support.example.com/bzsym,Best Way To Laptop – Ultimate Guide,desktop,DE,en,google_images,u_56505a93,s_82ec35b7,33,2,1,0.5,126,False,image,False
2025-07-15,best way to laptop,informational,https://support.example.com/hknanvemq/yysjwciiea/hcidkfdwjt,Best Way To Laptop – Ultimate Guide,mobile,GB,en,google,u_06e496c7,s_3e346e8b,46,3,0,0.0,0,True,image,False
2025-07-15,best way to laptop,informational,https://www.example.com/zumheb,Best Way To Laptop – Ultimate Guide,mobile,JP,fr,google_discover,u_4c70553e,s_5c5da906,21,2,1,0.5,147,False,image,False
2025-07-15,best way to laptop,informational,https://blog.example.com/jhzpvyadp,Best Way To Laptop,desktop,US,en,google_news,u_99a9e0b4,s_0f160a1d,11,2,0,0.0,0,True,image,False
2025-07-15,best way to laptop,informational,https://blog.example.com/olqphaakn/bnoha/lufqjid,Best Way To Laptop | Docs,mobile,US,en,google,u_f84e0349,s_d5930773,25,1,0,0.0,0,True,image,False
2025-07-15,best way to laptop,informational,https://www.example.com/lbdaanurf/wmnq,Best Way To Laptop | Official Site,desktop,US,en,google_discover,u_d5d3c904,s_d162dce2,36,2,1,0.5,148,False,image,False
2025-07-15,best way to laptop,informational,https://docs.example.com/ppxxh/kygceqv,Best Way To Laptop,desktop,GB,en-GB,google_images,u_d5c3d0a3,s_df86996f,5,16,6,0.375,113,False,image,False
2025-07-15,best way to laptop,informational,https://blog.example.com/dsisa,Best Way To Laptop – Reviews,desktop,CA,en,google_images,u_080f650a,s_cca208ee,16,12,2,0.1667,114,False,image,False
2025-07-15,best way to laptop,informational,https://shop.example.com/rgaomrno/eeuyd/ymxvzan,Best Way To Laptop,mobile,AU,en,google,u_61434937,s_ed1aa3ee,9,7,2,0.2857,88,False,image,False
2025-07-15,best way to laptop,informational,https://news.example.com/lbgmouwjuv/itgha/pxwcy,Best Way To Laptop | Official Site,desktop,JP,en,google_images,u_91285247,s_5460bdb8,8,2,0,0.0,0,True,image,False
2025-07-15,best way to laptop,informational,https://docs.example.com/qkxbe,Best Way To Laptop – Reviews,mobile,GB,en-GB,google_images,u_55edd6fe,s_be2ecac8,9,2,0,0.0,0,True,image,False
2025-07-15,best way to laptop,informational,https://blog.example.com/ewudfwllf/dfsfrcnere,Best Way To Laptop | Docs,desktop,IN,en-GB,google,u_9c3a8c4e,s_0a6458d2,30,3,0,0.0,0,True,image,False
2025-07-15,best way to laptop,informational,https://blog.example.com/eafgtfl/hwkjrjk/fkapee,Best Way To Laptop | Official Site,mobile,GB,en,google_images,u_7a32125f,s_2d150443,19,3,0,0.0,0,True,image,False
2025-07-15,best way to laptop,informational,https://support.example.com/pqmcbeolfi/dawu/jkuj,Best Way To Laptop – Reviews,desktop,US,en,google_discover,u_7d99cd79,s_87262cfb,15,2,1,0.5,106,False,image,False
2025-07-15,best way to laptop,informational,https://support.example.com/zukwdtuv/pwjxm/qqxas,Best Way To Laptop – Reviews,mobile,JP,en,google_discover,u_c4bb79cd,s_2c638590,29,7,1,0.1429,117,False,image,False
2025-07-15,best way to laptop,informational,https://news.example.com/nsfuwg/sutpikcoe,Best Way To Laptop | Pricing,mobile,US,en-US,google_discover,u_d76ad811,s_cd3642b1,47,2,0,0.0,0,True,image,False
2025-07-15,best way to laptop,informational,https://shop.example.com/tquzw/jqyxnkluml/gtdvwbs,Best Way To Laptop,mobile,US,en-GB,google_images,u_77851d2c,s_d5b5897a,2,2,1,0.5,82,False,image,False
2025-07-15,best way to laptop,informational,https://news.example.com/xktbt/mtclahx,Best Way To Laptop – Ultimate Guide,mobile,GB,en,google_news,u_4ce6f3e4,s_1903803f,2,1,0,0.0,0,True,image,False
2025-07-15,best way to laptop,informational,https://news.example.com/onavztc/mpgut/rovdgb,Best Way To Laptop,tablet,US,fr,google,u_ecb7c0ce,s_ff8830c7,30,2,0,0.0,0,True,image,False
2025-07-15,best way to laptop,informational,https://shop.example.com/okioocz/dsbdwore/xjzs,Best Way To Laptop | Docs,mobile,GB,en-US,google,u_4cc0aa93,s_1db22d54,12,4,0,0.0,0,True,image,False
2025-07-15,best way to laptop,informational,https://blog.example.com/plxpforl/dmrhaiy,Best Way To Laptop – Ultimate Guide,desktop,AU,en,google_images,u_ea38ebff,s_0be1adf5,24,7,0,0.0,0,True,image,False
2025-07-15,best way to laptop,informational,https://news.example.com/sjipq/vqebtgl,Best Way To Laptop | Pricing,mobile,IN,en,google_discover,u_c22e821b,s_95fcd2cb,41,2,1,0.5,129,False,image,False
2025-07-15,best way to laptop,informational,https://blog.example.com/bjuln/crlfq,Best Way To Laptop – Reviews,desktop,US,en,google_news,u_fcdad176,s_21d4b423,38,3,0,0.0,0,True,image,False
2025-07-15,best way to python,informational,https://shop.example.com/glhzmzguca/jeunqfltcu,Best Way To Python | Docs,mobile,CA,en,google_discover,u_c4f9a776,s_5efb8ddb,26,2,1,0.5,111,False,sitelinks,False
2025-07-15,best way to redis,informational,https://shop.example.com/ufmbjlqxm,Best Way To Redis – Ultimate Guide,mobile,US,en,google_discover,u_62ffaa59,s_a68b672d,19,6,2,0.3333,94,False,faq,False
2025-07-15,best way to redis,informational,https://docs.example.com/qigviuhje/gkzaoi,Best Way To Redis – Ultimate Guide,tablet,US,en-US,google_discover,u_9e9ad058,s_f85b26ef,2,1,0,0.0,0,True,faq,False
2025-07-15,best way to redis,informational,https://docs.example.com/quxhpu,Best Way To Redis – Ultimate Guide,desktop,US,en,google_discover,u_f95f7856,s_dd15db1f,13,3,0,0.0,0,True,faq,False
2025-07-15,best way to redis,informational,https://support.example.com/etvu,Best Way To Redis – Reviews,mobile,IN,en,google_news,u_efb23a85,s_db09810e,29,6,2,0.3333,126,False,faq,False
2025-07-15,best way to redis,informational,https://support.example.com/iwweii/yazdaw,Best Way To Redis | Official Site,mobile,BR,en-GB,google_discover,u_194c52db,s_47ed4f45,25,1,0,0.0,0,True,faq,False
2025-07-15,best way to redis,informational,https://shop.example.com/bytq/dijqkoxm/awbvip,Best Way To Redis,mobile,US,en,google_images,u_e35b4233,s_877e2805,10,5,0,0.0,0,True,faq,False
2025-07-15,best way to redis,informational,https://news.example.com/tzwm,Best Way To Redis | Pricing,mobile,JP,en-GB,google_images,u_c3463b01,s_04059c26,6,3,0,0.0,0,True,faq,False
2025-07-15,buy c++,transactional,https://www.example.com/okjqba/iltyzmzg,Buy C++ – Ultimate Guide,desktop,US,en-GB,google_images,u_8b98da01,s_e54e8928,5,1,0,0.0,0,True,sitelinks,False
2025-07-15,buy climate change,transactional,https://www.example.com/zxqly/omkywc/nyxygxbrqx,Buy Climate Change – Reviews,mobile,US,en,google_images,u_d03f503b,s_cee1ec2e,5,3,1,0.3333,63,False,faq,False
2025-07-15,buy climate change,transactional,https://docs.example.com/sfiz/xlebkiilh/xniceoxci,Buy Climate Change – Reviews,desktop,US,en,google,u_f95903d1,s_938876de,8,2,1,0.5,63,False,faq,False
2025-07-15,buy coffee,transactional,https://shop.example.com/gygijdlf,Buy Coffee | Official Site,mobile,US,en-US,google_news,u_dac8525a,s_f755779e,4,6,1,0.1667,43,False,video,False
2025-07-15,buy headphones,transactional,https://www.example.com/xnnnnrefg/kyrbvud/kaejwygemg,Buy Headphones – Reviews,mobile,US,en-GB,google_news,u_98bc6b5d,s_786864bd,7,2,0,0.0,0,True,faq,False
2025-07-15,buy pizza,transactional,https://shop.example.com/frupbuznn/znjkf/vspyquwgx,Buy Pizza | Official Site,tablet,US,en-US,google_news,u_1088a3b8,s_a0cdbafb,29,5,1,0.2,122,False,shopping,False
2025-07-15,c++ gmail,informational,https://support.example.com/inxcgopcy/bwsqbrp/pswerbocfu,C++ Gmail – Reviews,mobile,US,en-US,google_news,u_04f185be,s_2f5cb923,21,2,1,0.5,133,False,none,True
2025-07-15,coffee hours,local,https://news.example.com/atvnpvim/kwql/qzqlqrz,Coffee Hours,mobile,JP,de,google_images,u_f2d12f9b,s_3c7c72ed,38,1,0,0.0,0,True,localpack,False
2025-07-15,coffee open now,local,https://www.example.com/bkttif/qnjciaryxx/hacpuzm,Coffee Open Now | Docs,desktop,AU,en-US,google_news,u_26b8340e,s_a31c0aa0,23,5,2,0.4,53,False,localpack,False
2025-07-15,coffee open now,local,https://news.example.com/wbgltdtflu/tiduromxv,Coffee Open Now – Reviews,mobile,US,en,google_discover,u_0889e973,s_1cbc1265,3,5,2,0.4,50,True,localpack,False
2025-07-15,coffee open now,local,https://shop.example.com/cyoozl/etouidjti/czddqcfe,Coffee Open Now | Docs,desktop,US,en-GB,google,u_586c9a7c,s_7fb73e52,12,3,0,0.0,0,True,localpack,False
2025-07-15,coupon climate change,transactional,https://www.example.com/bilcuxc,Coupon Climate Change | Docs,mobile,IN,en,google_discover,u_1b9d8212,s_d57c8207,31,2,0,0.0,0,True,faq,False
2025-07-15,coupon climate change,transactional,https://support.example.com/dehupihw/ploqail,Coupon Climate Change | Official Site,mobile,US,en-GB,google,u_7610e354,s_93a5ad64,11,2,0,0.0,0,True,faq,False
2025-07-15,coupon insurance,transactional,https://support.example.com/mmvfhetku,Coupon Insurance,mobile,GB,en,google_news,u_dd40886b,s_6a870dd4,12,2,0,0.0,0,True,localpack,False
2025-07-15,coupon insurance,transactional,https://docs.example.com/vlvla/qwwtg/zlas,Coupon Insurance – Reviews,desktop,US,en,google,u_f49b1f97,s_62036b6f,17,2,0,0.0,0,True,localpack,False
2025-07-15,coupon ssd,transactional,https://docs.example.com/irwn,Coupon Ssd | Docs,mobile,US,en,google_news,u_45a75149,s_923aa227,31,3,0,0.0,0,True,localpack,False
2025-07-15,discount c++,transactional,https://www.example.com/eewraflfcf/fnib/yxgvxde,Discount C++ – Reviews,mobile,JP,en-GB,google_news,u_891f26fb,s_5047267e,23,2,0,0.0,0,True,none,False
2025-07-15,discount headphones,transactional,https://blog.example.com/axvkvwog/httwmhsbqf,Discount Headphones | Pricing,desktop,GB,en-GB,google_news,u_f2e84a39,s_f72c3c71,45,1,0,0.0,0,True,sitelinks,False
2025-07-15,discount python,transactional,https://news.example.com/clpsiqvla/hrpgronaw,Discount Python,mobile,IN,en,google,u_84c1c682,s_c184dff6,22,1,0,0.0,0,True,image,False
2025-07-15,facebook login,navigational,https://blog.example.com/gkqzozfn/swbxhdv,Facebook Login,desktop,IN,en,google_discover,u_c54bb6e5,s_3957896b,25,1,0,0.0,0,True,localpack,True
2025-07-15,facebook login,navigational,https://news.example.com/rkxlmn,Facebook Login | Pricing,mobile,US,en,google,u_73b1ed61,s_7d92d07d,17,5,1,0.2,41,False,localpack,True
2025-07-15,fpga gmail,informational,https://shop.example.com/nmbjjobak,Fpga Gmail – Ultimate Guide,desktop,US,en,google_news,u_84f5bd73,s_0203906c,19,2,0,0.0,0,True,shopping,True
2025-07-15,fpga wikipedia,informational,https://www.example.com/fwbgw,Fpga Wikipedia | Docs,desktop,AU,en-US,google,u_465b2dca,s_b7e8794a,38,1,0,0.0,0,True,shopping,False
